,District,Const,WParty,WVotes,Age,TurnOut%
57,इलाम,इलाम-2,Federal Socialist Forum Nepal,1357,26,62.53547227412064
58,इलाम,इलाम-2,Mongol National Organization,311,54,64.48966473409816
59,इलाम,इलाम-2,Rastriya Prajatantra Party,186,49,56.71918750806163
60,इलाम,इलाम-2,Rastriya Janata Party Nepal,133,56,51.62775682374282
61,इलाम,इलाम-2,Deshbhakta Janaganatantrik Morcha Nepal,100,49,55.46882681256436
62,इलाम,इलाम-2,Green Party Nepal,44,45,50.41035429538544
63,इलाम,इलाम-2,Independent,10,45,64.87564493981401
64,झापा,झापा-1,Nepal Communist Party (UML),22972,60,52.07921838450952
65,झापा,झापा-1,Nepali Congress,17240,46,55.79683641368943
66,झापा,झापा-1,Mongol National Organization,1153,32,63.80153400867498
67,झापा,झापा-1,Nepal Communist Party (UML),744,60,63.00782693080723
68,झापा,झापा-1,Federal Socialist Forum Nepal,664,39,65.95188797702932
69,झापा,झापा-1,Rastriya Janata Party Nepal,546,52,55.11313064220629
70,झापा,झापा-1,Naya Shakti Party Nepal,296,42,61.3824113808328
71,झापा,झापा-1,Federal Democratic National Front,225,51,52.69862095652998
72,झापा,झापा-2,Nepal Communist Party (UML),17839,55,56.23558831054096
73,झापा,झापा-2,Nepali Congress,9978,53,67.60063833517842
74,झापा,झापा-2,Federal Democratic National Front,842,42,51.407796569144615
75,झापा,झापा-2,Federal Socialist Forum Nepal,407,58,63.18656697965832
76,झापा,झापा-2,Mongol National Organization,199,65,57.7758789692744
77,झापा,झापा-2,Rastriya Janata Party Nepal,123,49,66.00757778172893
78,झापा,झापा-2,Naya Shakti Party Nepal,121,34,63.22803788460261
79,झापा,झापा-2,Rastriya Janamukti Party,99,38,60.19067005623167
80,झापा,झापा-1,Nepal Communist Party (UML),21284,56,66.17043318433119
81,झापा,झापा-1,Nepali Congress,12722,46,55.10970955363468
82,झापा,झापा-1,Bibeksheel Sajha Party,839,34,65.24839181005649
83,झापा,झापा-1,Federal Socialist Forum Nepal,442,30,66.3361680586539
84,झापा,झापा-1,Federal Democratic National Front,288,32,64.6728068813263
85,झापा,झापा-1,Mongol National Organization,188,37,59.94881714690881
86,झापा,झापा-1,Rastriya Janamukti Party,124,30,60.39432369141319
87,झापा,झापा-1,Nepal Janata Party,122,60,52.55827915375238
88,झापा,झापा-2,Nepal Communist Party (UML),25461,62,64.76277507793257
89,झापा,झापा-2,Nepali Congress,18240,68,63.96526022277013
90,झापा,झापा-2,Rastriya Janamukti Party,739,33,60.41554727516535
91,झापा,झापा-2,Bibeksheel Sajha Party,716,31,66.67912629407354
92,झापा,झापा-2,Mongol National Organization,515,39,65.90950621120483
93,झापा,झापा-2,Federal Democratic National Front,461,46,56.93315984410828
94,झापा,झापा-2,Deshbhakta Janaganatantrik Morcha Nepal,291,66,58.42187380346316
95,झापा,झापा-2,Federal Socialist Forum Nepal,211,38,51.76065756141743
96,झापा,झापा-1,Nepal Communist Party (UML),22553,39,55.224156609609146
97,झापा,झापा-1,Nepali Congress,17005,52,50.092716429543714
98,झापा,झापा-1,Rastriya Janata Party Nepal,545,31,62.79593796474624
99,झापा,झापा-1,Mongol National Organization,381,32,57.05286646771408
100,झापा,झापा-1,Federal Democratic National Front,197,40,67.15950762842128
101,झापा,झापा-1,Nepal Janata Party,145,48,50.27984861669249
102,झापा,झापा-1,Deshbhakta Janaganatantrik Morcha Nepal,124,54,63.8170957171171
103,झापा,झापा-2,Nepal Communist Party (Maoist Center),22065,51,53.13715426231165
104,झापा,झापा-2,Nepali Congress,14735,48,51.82115299229989
105,झापा,झापा-2,Federal Democratic National Front,709,62,54.06883832475634
106,झापा,झापा-2,Nepal Janata Party,700,43,52.1502329254696
107,झापा,झापा-2,Federal Socialist Forum Nepal,623,72,62.4352893463316
108,झापा,झापा-2,Mongol National Organization,325,45,63.12294401306249
109,झापा,झापा-2,Rastriya Janamukti Party,170,52,61.85803899608253
110,झापा,झापा-1,Nepal Communist Party (Maoist Center),17256,42,59.02988950197984
111,झापा,झापा-1,Nepali Congress,12481,52,62.85142740841275
112,झापा,झापा-1,Federal Democratic National Front,1457,56,52.84256261165929
113,झापा,झापा-1,Federal Socialist Forum Nepal,441,58,55.126066428501474
114,झापा,झापा-1,Deshbhakta Janaganatantrik Morcha Nepal,238,53,50.83388147674062
115,झापा,झापा-1,Mongol National Organization,75,47,58.252850610090896
116,झापा,झापा-2,Nepal Communist Party (UML),24901,57,57.1520897044449
117,झापा,झापा-2,Nepali Congress,14965,62,66.95191062363769
118,झापा,झापा-2,Rastriya Janata Party Nepal,1234,62,66.99949545876177
119,झापा,झापा-2,Federal Democratic National Front,672,58,63.20714916817595
120,झापा,झापा-2,Rastriya Janamukti Party,397,37,62.26462418583131
121,झापा,झापा-2,Green Party Nepal,94,68,53.0742628893417
122,झापा,झापा-2,Mongol National Organization,93,61,50.579297891629885
123,झापा,झापा-2,Rastriya Janamorcha,55,27,64.75639487514337
124,झापा,झापा-2,Independent,42,67,52.74084292156545
125,झापा,झापा-2,Rastriya Shivsena Party,25,33,66.76138981677626
126,झापा,झापा-2,Independent,12,47,64.97588269629101
127,झापा,झापा-1,Nepal Communist Party (UML),24098,53,57.16354739145397
128,झापा,झापा-1,Nepali Congress,18636,54,54.87065608966535
129,झापा,झापा-1,Federal Democratic National Front,1045,62,56.72077116658048
130,झापा,झापा-1,Rastriya Janata Party Nepal,798,47,61.168542575310575
131,झापा,झापा-1,Rastriya Janamukti Party,238,49,50.30802499984198
132,झापा,झापा-1,Deshbhakta Janaganatantrik Morcha Nepal,154,37,57.71488940660352
133,झापा,झापा-1,Naya Shakti Party Nepal,139,35,53.29671768554905
134,झापा,झापा-1,Mongol National Organization,120,36,63.23623034692032
135,झापा,झापा-1,Rastriya Mukti Andolan Nepal,103,49,56.09769837078506
136,झापा,झापा-1,Independent,20,52,58.85701587601538
137,झापा,झापा-1,Independent,7,56,59.62903821790116
138,झापा,झापा-1,Independent,7,45,58.88673097195558
139,झापा,झापा-2,Nepal Communist Party (UML),30973,54,56.26901563486427
140,झापा,झापा-2,Nepali Congress,10993,53,56.440977396644456
141,झापा,झापा-2,Federal Socialist Forum Nepal,1626,28,62.4598365522385
142,झापा,झापा-2,Federal Democratic National Front,917,35,51.51952228811687
143,झापा,झापा-2,Nepal Communist Party (UML),832,39,53.03540445128185
144,झापा,झापा-2,Bibeksheel Sajha Party,777,39,55.62843149866914
145,झापा,झापा-2,Rastriya Janamukti Party,431,42,54.92137726290648
146,झापा,झापा-2,Naya Shakti Party Nepal,397,28,56.04398692913518
147,झापा,झापा-2,Independent,7,51,63.797845602428126
148,संखुवासभा,संखुवासभा-1,Nepal Communist Party (Maoist Center),16677,52,65.53586129618068
149,संखुवासभा,संखुवासभा-1,Nepali Congress,14632,55,59.90094205881143
150,संखुवासभा,संखुवासभा-1,Federal Socialist Forum Nepal,374,46,65.00640255185203
151,संखुवासभा,संखुवासभा-1,Naya Shakti Party Nepal,244,35,63.914866334754464
152,संखुवासभा,संखुवासभा-1,Unified Rastriya Prajatantra Party (Nationalist),130,43,62.93295145131993
153,संखुवासभा,संखुवासभा-1,Rastriya Janamukti Party,118,56,59.34299673069018
154,संखुवासभा,संखुवासभा-1,Rastriya Janata Party Nepal,72,38,64.8124711419271
155,संखुवासभा,संखुवासभा-1,Green Party Nepal,38,27,60.63944202770075
156,संखुवासभा,संखुवासभा-2,Nepal Communist Party (UML),17514,60,66.06225957105102
157,संखुवासभा,संखुवासभा-2,Nepali Congress,16140,46,53.79647386289041
158,संखुवासभा,संखुवासभा-2,Federal Socialist Forum Nepal,201,48,54.41860106032861
159,संखुवासभा,संखुवासभा-2,Federal Democratic National Front,183,55,51.23311893608293
160,संखुवासभा,संखुवासभा-2,Unified Rastriya Prajatantra Party (Nationalist),134,60,63.54480096553396
161,संखुवासभा,संखुवासभा-2,Mongol National Organization,95,28,64.55383855010541
162,संखुवासभा,संखुवासभा-2,Naya Shakti Party Nepal,89,55,60.12537862938653
163,संखुवासभा,संखुवासभा-2,Rastriya Janamukti Party,39,32,60.2385013694323
164,Tehrathum,Tehrathum-1,Nepal Communist Party (UML),11726,45,56.98761477955247
165,Tehrathum,Tehrathum-1,Nepali Congress,10260,57,51.61249895266281
166,Tehrathum,Tehrathum-1,Federal Democratic National Front,778,39,52.60718836702594
167,Tehrathum,Tehrathum-1,Federal Socialist Forum Nepal,147,36,52.66194582649497
168,Tehrathum,Tehrathum-1,Nepal Communist Party (UML),146,38,54.75120719163942
169,Tehrathum,Tehrathum-1,Naya Shakti Party Nepal,123,51,55.71991792422106
170,Tehrathum,Tehrathum-1,Rastriya Janamukti Party,102,69,58.9240066521254
171,Tehrathum,Tehrathum-1,Mongol National Organization,41,51,61.55332152926356
172,Tehrathum,Tehrathum-1,Unified Rastriya Prajatantra Party (Nationalist),22,45,52.03595377167576
173,Tehrathum,Tehrathum-2,Nepal Communist Party (UML),10302,63,58.445863986059024
174,Tehrathum,Tehrathum-2,Nepali Congress,8047,57,64.09333882636908
175,Tehrathum,Tehrathum-2,Federal Democratic National Front,526,26,58.08521078097122
176,Tehrathum,Tehrathum-2,Naya Shakti Party Nepal,146,39,63.66723833610045
177,Tehrathum,Tehrathum-2,Federal Socialist Forum Nepal,82,38,51.64403903496357
178,Tehrathum,Tehrathum-2,Unified Rastriya Prajatantra Party (Nationalist),68,52,62.40567338229397
179,Tehrathum,Tehrathum-2,Rastriya Janamukti Party,53,52,59.29451111448009
180,Tehrathum,Tehrathum-2,Mongol National Organization,27,44,62.49300928762211
181,भोजपुर,भोजपुर-1,Nepal Communist Party (UML),19297,47,64.65373522285158
182,भोजपुर,भोजपुर-1,Federal Socialist Forum Nepal,11541,49,50.31607711954093
183,भोजपुर,भोजपुर-1,Jan Samajwadi Party Nepal,747,34,59.68567605617781
184,भोजपुर,भोजपुर-1,Deshbhakta Janaganatantrik Morcha Nepal,551,32,53.66076677341256
185,भोजपुर,भोजपुर-1,Mongol National Organization,229,26,56.47032833306569
186,भोजपुर,भोजपुर-1,Rastriya Janata Party Nepal,151,31,50.96101748724609
187,भोजपुर,भोजपुर-1,Federal Democratic National Front,71,33,60.39449539323362
188,भोजपुर,भोजपुर-2,Nepal Communist Party (UML),20334,46,62.98470127950592
189,भोजपुर,भोजपुर-2,Nepali Congress,7105,52,64.88513938601764
190,भोजपुर,भोजपुर-2,Nepal Communist Party (UML),789,51,64.42426448587283
191,भोजपुर,भोजपुर-2,Deshbhakta Janaganatantrik Morcha Nepal,130,45,58.4663195230529
192,भोजपुर,भोजपुर-2,Federal Democratic National Front,128,53,63.0419857523312
193,भोजपुर,भोजपुर-2,Federal Khambuwan Democratic Party Nepal,59,35,61.98225093962272
194,धनकुटा,धनकुटा-1,Nepal Communist Party (UML),20088,45,58.63738845201844
195,धनकुटा,धनकुटा-1,Nepali Congress,13442,56,56.25220698301377
196,धनकुटा,धनकुटा-1,Unified Rastriya Prajatantra Party (Nationalist),1117,47,50.6261208275567
197,धनकुटा,धनकुटा-1,Federal Democratic National Front,619,54,54.22219317213546
198,धनकुटा,धनकुटा-1,Rastriya Prajatantra Party,145,59,53.284588798406936
199,धनकुटा,धनकुटा-1,Rastriya Janata Party Nepal,60,68,59.845363424387166
200,धनकुटा,धनकुटा-1,Janaprajatantrik Party Nepal,31,33,59.376507054539374
201,धनकुटा,धनकुटा-2,Nepal Communist Party (UML),20652,47,58.43424545693576
202,धनकुटा,धनकुटा-2,Federal Socialist Forum Nepal,8231,53,54.28698867500847
203,धनकुटा,धनकुटा-2,Unified Rastriya Prajatantra Party (Nationalist),1921,45,65.07430878346922
204,धनकुटा,धनकुटा-2,Federal Democratic National Front,463,29,50.28929389824936
205,धनकुटा,धनकुटा-2,Nepali Congress (BP),113,35,59.11309199997472
206,धनकुटा,धनकुटा-2,Nepal Workers and Peasants Party,72,63,62.69042362740526
207,Morang,Morang-1,Nepal Communist Party (Maoist Center),19554,38,62.46445575618574
208,Morang,Morang-1,Nepali Congress,15263,51,63.54810573893032
209,Morang,Morang-1,Federal Democratic National Front,905,41,55.40953369625538
210,Morang,Morang-1,Bibeksheel Sajha Party,660,33,52.9368315322098
211,Morang,Morang-1,Rastriya Prajatantra Party,559,61,60.81968739948957
212,Morang,Morang-1,Federal Socialist Forum Nepal,420,44,60.74081180991918
213,Morang,Morang-1,Rastriya Mukti Andolan Nepal,296,64,56.39754974188673
214,Morang,Morang-1,Rastriya Janata Party Nepal,145,35,59.77926375740403
215,Morang,Morang-1,Nepal Federal Socialist Party,105,29,55.1047427974705
216,Morang,Morang-1,Independent,92,48,58.85615717315331
217,Morang,Morang-1,Deshbhakta Janaganatantrik Morcha Nepal,68,50,57.548368869693086
218,Morang,Morang-2,Nepal Communist Party (UML),17117,54,64.40530490008685
219,Morang,Morang-2,Nepali Congress,14310,59,62.50078219180366
220,Morang,Morang-2,Federal Democratic National Front,1124,42,58.49604022690659
221,Morang,Morang-2,Nepal Communist Party (UML),550,60,58.09264563529776
222,Morang,Morang-2,Mongol National Organization,281,29,56.33499626807833
223,Morang,Morang-2,Unified Rastriya Prajatantra Party (Nationalist),140,45,64.24292913350375
224,Morang,Morang-2,Rastriya Janata Party Nepal,129,43,56.76125968280127
225,Morang,Morang-2,Janaprajatantrik Party Nepal,124,64,64.55077818402248
226,Morang,Morang-2,Independent,8,44,61.11210799065927
227,Morang,Morang-1,Nepali Congress,16418,60,51.80272619734453
228,Morang,Morang-1,Nepal Communist Party (Maoist Center),15107,39,61.66606755378021
229,Morang,Morang-1,Rastriya Janata Party Nepal,2868,35,50.23221483450248
230,Morang,Morang-1,Federal Socialist Forum Nepal,2123,43,66.10529373132565
231,Morang,Morang-1,Unified Rastriya Prajatantra Party (Nationalist),318,36,53.25556769952555
232,Morang,Morang-1,Federal Democratic National Front,290,55,52.92757576401289
233,Morang,Morang-1,Nepal Janata Party,219,39,56.08846928344384
234,Morang,Morang-1,Deshbhakta Janaganatantrik Morcha Nepal,117,49,55.38955398117712
235,Morang,Morang-2,Nepal Communist Party (UML),18386,52,60.60623413336382
236,Morang,Morang-2,Nepali Congress,17127,51,63.4999408717455
237,Morang,Morang-2,Federal Socialist Forum Nepal,1700,66,67.08158901891846
238,Morang,Morang-2,Rastriya Janata Party Nepal,609,45,54.51252567941751
239,Morang,Morang-2,Naya Shakti Party Nepal,504,35,58.05723352375143
240,Morang,Morang-2,Federal Democratic National Front,179,39,64.00881422843422
241,Morang,Morang-2,Unified Rastriya Prajatantra Party (Nationalist),156,52,61.088996595088645
242,Morang,Morang-2,Rastriya Janamukti Party,112,42,63.84779955601313
243,Morang,Morang-2,Deshbhakta Janaganatantrik Morcha Nepal,92,35,60.39407783628232
244,Morang,Morang-1,Nepali Congress,20299,38,67.47777379146258
245,Morang,Morang-1,Nepal Communist Party (Maoist Center),19399,35,65.22518882841511
246,Morang,Morang-1,Jan Samajwadi Party Nepal,1435,28,66.04013054282873
247,Morang,Morang-1,Federal Democratic National Front,1050,49,59.05491195398798
248,Morang,Morang-1,Federal Socialist Forum Nepal,605,40,51.66678806575173
249,Morang,Morang-1,Deshbhakta Janaganatantrik Morcha Nepal,290,28,62.13038838966208
250,Morang,Morang-1,Naya Shakti Party Nepal,235,70,52.88739635971505
251,Morang,Morang-1,Rastriya Janata Party Nepal,100,41,57.31150026259177
252,Morang,Morang-2,Nepal Communist Party (UML),22820,45,67.34142316849344
253,Morang,Morang-2,Nepali Congress,20287,42,51.64509768045728
254,Morang,Morang-2,Federal Socialist Forum Nepal,578,53,52.14049765478652
255,Morang,Morang-2,Mongol National Organization,439,46,59.5344084302137
256,Morang,Morang-2,Federal Democratic National Front,320,54,55.86369344534985
257,Morang,Morang-2,Deshbhakta Janaganatantrik Morcha Nepal,190,53,66.57403285572752
258,Morang,Morang-2,Rastriya Janamukti Party,180,48,65.58202868087866
259,Morang,Morang-2,Rastriya Janata Party Nepal,179,45,57.26691726471572
260,Morang,Morang-2,Independent,11,41,63.1812850187952
261,Morang,Morang-1,Nepal Communist Party (Maoist Center),18289,35,57.74499043258213
262,Morang,Morang-1,Nepali Congress,15223,61,59.98294864734564
263,Morang,Morang-1,Federal Socialist Forum Nepal,1374,56,59.50282925308447
264,Morang,Morang-1,Rastriya Janata Party Nepal,1238,30,50.7952059861099
265,Morang,Morang-1,Unified Rastriya Prajatantra Party (Nationalist),648,40,57.16005963550668
266,Morang,Morang-1,Deshbhakta Janaganatantrik Morcha Nepal,360,50,61.467600389665336
267,Morang,Morang-1,Naya Shakti Party Nepal,217,50,55.5078079987828
268,Morang,Morang-1,Nepal Workers and Peasants Party,121,35,58.46119283836672
269,Morang,Morang-1,Independent,43,45,50.53066666204676
270,Morang,Morang-2,Nepal Communist Party (UML),13805,54,50.12226588638661
271,Morang,Morang-2,Nepali Congress,11625,55,61.22918435557988
272,Morang,Morang-2,Federal Socialist Forum Nepal,3621,42,53.24483781004677
273,Morang,Morang-2,Unified Rastriya Prajatantra Party (Nationalist),413,60,63.53188186219722
274,Morang,Morang-2,Deshbhakta Janaganatantrik Morcha Nepal,270,37,58.7532825495797
275,Morang,Morang-2,Naya Shakti Party Nepal,105,54,63.55382150878577
276,Morang,Morang-2,Lok Kalyankari Janata Party Nepal,80,45,58.28744987356944
277,Morang,Morang-1,Nepal Communist Party (UML),12861,55,55.82860198781525
278,Morang,Morang-1,Nepali Congress,8828,53,55.427655572703365
279,Morang,Morang-1,Federal Socialist Forum Nepal,8573,51,61.19929523775838
280,Morang,Morang-1,Rastriya Janata Party Nepal,1157,59,67.04551729667169
281,Morang,Morang-1,Rastriya Janamukti Party,114,42,60.4431847673427
282,Morang,Morang-1,Independent,75,30,67.52849857558061
283,Morang,Morang-2,Federal Socialist Forum Nepal,11201,39,66.29144285544855
284,Morang,Morang-2,Nepali Congress,9918,46,64.20185554405816
285,Morang,Morang-2,Nepal Communist Party (Maoist Center),8665,60,54.67410750741794
286,Morang,Morang-2,Rastriya Janata Party Nepal,1231,60,52.8297242417467
287,Morang,Morang-2,Nepal Communist Party (UML),834,70,64.52665810940044
288,Morang,Morang-2,Independent,416,40,54.373556734326215
289,Morang,Morang-2,Unified Rastriya Prajatantra Party (Nationalist),276,46,58.20615553224075
290,Morang,Morang-2,Naya Shakti Party Nepal,235,49,63.06743006237899
291,Morang,Morang-2,Independent,31,38,64.43766485946547
292,Morang,Morang-2,Independent,25,41,63.55922934910058
293,Morang,Morang-1,Nepali Congress,23513,53,56.91532002296617
294,Morang,Morang-1,Nepal Communist Party (Maoist Center),21470,31,58.9564526674803
295,Morang,Morang-1,Federal Socialist Forum Nepal,1710,50,56.161840871059546
296,Morang,Morang-1,Bibeksheel Sajha Party,618,26,67.00007371691305
297,Morang,Morang-1,Rastriya Janata Party Nepal,317,45,61.23784789488049
298,Morang,Morang-1,Naya Shakti Party Nepal,238,35,53.93682015153126
299,Morang,Morang-1,Independent,102,52,58.17420075050592
300,Morang,Morang-1,Mongol National Organization,101,48,53.77655409075557
301,Morang,Morang-1,Rastriya Janamukti Party,92,33,60.9368973140388
302,Morang,Morang-1,Nepal Workers and Peasants Party,91,42,66.31692861580017
303,Morang,Morang-1,Nepal Janata Party,84,30,52.224355173199015
304,Morang,Morang-1,Independent,62,62,67.62193294270317
305,Morang,Morang-2,Nepali Congress,11298,43,51.6411518446732
306,Morang,Morang-2,Nepal Communist Party (UML),8120,48,54.82114761472471
307,Morang,Morang-2,Federal Socialist Forum Nepal,4921,44,61.04992187220413
308,Morang,Morang-2,Rastriya Janata Party Nepal,1203,67,67.26331268804992
309,Morang,Morang-2,Rastriya Prajatantra Party,443,46,63.84750342285518
310,Morang,Morang-2,Bibeksheel Sajha Party,373,39,64.6905303435884
311,Morang,Morang-2,Naya Shakti Party Nepal,315,48,54.66920142600436
312,Morang,Morang-2,Independent,283,66,57.28742258722965
313,Morang,Morang-2,Unified Rastriya Prajatantra Party (Nationalist),165,74,61.64172688078146
314,Morang,Morang-2,Independent,17,29,59.2751398294524
315,Sunsari,Sunsari-1,Nepal Communist Party (UML),19243,62,61.226457433944944
316,Sunsari,Sunsari-1,Nepali Congress,13770,49,52.98168598585219
317,Sunsari,Sunsari-1,Federal Democratic National Front,856,66,63.30190557829757
318,Sunsari,Sunsari-1,Nepal Communist Party (UML),845,37,52.9660430084619
319,Sunsari,Sunsari-1,Bibeksheel Sajha Party,645,46,54.13835200223311
320,Sunsari,Sunsari-1,Mongol National Organization,449,40,60.696156206090414
321,Sunsari,Sunsari-1,Rastriya Prajatantra Party,314,45,50.66560357719611
322,Sunsari,Sunsari-1,Rastriya Janamukti Party,312,39,64.48034000301439
323,Sunsari,Sunsari-1,Naya Shakti Party Nepal,309,45,56.61976159220493
324,Sunsari,Sunsari-1,Independent,14,31,51.60212332491196
325,Sunsari,Sunsari-1,Independent,10,38,52.99749626768877
326,Sunsari,Sunsari-1,Independent,5,60,52.49044252742901
327,Sunsari,Sunsari-2,Nepal Communist Party (UML),20211,58,67.42575532468997
328,Sunsari,Sunsari-2,Nepali Congress,12964,52,56.999364377989465
329,Sunsari,Sunsari-2,Nepal Communist Party (UML),924,56,58.76796703581099
330,Sunsari,Sunsari-2,Federal Democratic National Front,757,45,57.75725042250837
331,Sunsari,Sunsari-2,Rastriya Prajatantra Party,630,42,67.2950843868004
332,Sunsari,Sunsari-2,Naya Shakti Party Nepal,379,45,56.38346797887547
333,Sunsari,Sunsari-2,Mongol National Organization,326,48,52.00461554934401
334,Sunsari,Sunsari-2,Rastriya Janamukti Party,171,45,64.3615350402849
335,Sunsari,Sunsari-2,Rastriya Janata Party Nepal,111,55,54.48443462047572
336,Sunsari,Sunsari-2,Independent,22,45,66.51959262970563
337,Sunsari,Sunsari-1,Nepal Communist Party (UML),24674,64,51.917519050951256
338,Sunsari,Sunsari-1,Nepali Congress,19245,39,63.95380182960218
339,Sunsari,Sunsari-1,Federal Socialist Forum Nepal,538,30,63.67234475255192
340,Sunsari,Sunsari-1,Federal Democratic National Front,366,37,65.7989430036773
341,Sunsari,Sunsari-1,Bibeksheel Sajha Party,366,27,62.251882816572426
342,Sunsari,Sunsari-1,Naya Shakti Party Nepal,296,40,67.0159958377895
343,Sunsari,Sunsari-1,Mongol National Organization,276,40,62.768460125131554
344,Sunsari,Sunsari-1,Independent,256,62,60.06117080937925
345,Sunsari,Sunsari-1,Rastriya Prajatantra Party,245,54,53.30273854643718
346,Sunsari,Sunsari-1,Rastriya Janata Party Nepal,167,28,55.8228871657313
347,Sunsari,Sunsari-1,Rastriya Janamorcha,57,62,56.22878540162626
348,Sunsari,Sunsari-1,Independent,2,40,53.92624754250559
349,Sunsari,Sunsari-2,Nepali Congress,17892,55,58.020968044343725
350,Sunsari,Sunsari-2,Nepal Communist Party (UML),16475,62,52.90835486126337
351,Sunsari,Sunsari-2,Federal Socialist Forum Nepal,3579,65,52.064158341647406
352,Sunsari,Sunsari-2,Nepal Communist Party (UML),1176,47,61.24886655820155
353,Sunsari,Sunsari-2,Rastriya Janata Party Nepal,1066,67,64.89428231814775
